0.0000	103.5100
0.0100	104.9500
0.0200	102.7300
0.0300	96.0020
0.0400	93.5690
0.0500	91.2200
0.0600	91.1360
0.0700	89.4100
0.0800	77.8850
0.0900	72.1660
0.1000	66.7690
0.1100	63.5900
0.1200	59.3560
0.1300	48.6100
0.1400	54.0810
0.1500	50.3490
0.1600	48.6060
0.1700	44.0670
0.1800	51.1700
0.1900	40.6700
0.2000	38.9930
0.2100	44.8230
0.2200	47.8670
0.2300	26.5690
0.2400	34.6490
0.2500	36.9380
0.2600	40.5530
0.2700	37.6200
0.2800	39.4480
0.2900	33.2640
0.3000	34.7220
0.3100	36.0210
0.3200	37.6780
0.3300	36.0110
0.3400	37.2330
0.3500	45.5000
0.3600	39.9080
0.3700	49.8900
0.3800	43.4670
0.3900	32.8060
0.4000	35.1520
0.4100	39.0350
0.4200	33.5160
0.4300	38.2470
0.4400	34.9490
0.4500	31.3920
0.4600	43.0020
0.4700	37.9180
0.4800	41.2240
0.4900	40.2370
0.5000	43.9280
0.5100	32.5710
0.5200	36.5800
0.5300	35.9450
0.5400	37.0210
0.5500	41.6190
0.5600	28.2650
0.5700	37.1400
0.5800	43.6210
0.5900	36.0590
0.6000	37.5250
0.6100	40.0070
0.6200	38.0390
0.6300	46.1290
0.6400	37.3730
0.6500	38.6440
0.6600	34.2420
0.6700	37.8380
0.6800	38.3750
0.6900	40.9970
0.7000	34.4570
0.7100	40.9340
0.7200	30.2240
0.7300	38.6760
0.7400	40.9280
0.7500	33.5930
0.7600	38.3930
0.7700	42.1700
0.7800	39.7770
0.7900	38.8770
0.8000	34.3690
0.8100	35.1670
0.8200	32.9990
0.8300	38.1590
0.8400	41.9230
0.8500	32.8820
0.8600	32.0260
0.8700	25.7600
0.8800	33.3110
0.8900	26.7130
0.9000	30.1460
0.9100	33.4820
0.9200	27.6460
0.9300	31.8750
0.9400	40.2860
0.9500	42.1130
0.9600	36.0350
0.9700	35.7040
0.9800	36.7090
0.9900	34.1760
