0	1031.13
0.02	215.88
0.18	159.62
0.22	1019.13
0.25	211.63
0.25	133.13
0.34	274.9
0.39	1256.7
0.7	878.83
0.76	147.8
0.81	249.56
0.89	183.62
0.89	943.44
0.91	203.2
0.97	203.98
0.99	388.23
1.05	180.75
1.05	222.11
1.08	217.52
1.11	151.71
1.12	120.96
1.3	253.59
1.43	109.34
1.57	212.13
1.68	147.03
1.7	215.66
1.77	230.49
1.86	154.15
1.89	205.15
1.98	99.31
2.02	114.74
2.07	97.39
2.09	1353.15
2.12	113.87
2.16	126.65
2.22	95.32
2.27	97.5
2.27	143.48
2.39	153.6
2.41	459.64
2.42	1059.62
2.47	143.85
2.51	95.58
2.52	101.14
2.54	139.92
2.58	281.06
2.61	279.74
2.64	88.04
2.71	153.7
2.77	1017.03
2.78	159.4
2.8	170.18
2.85	134
2.88	335.49
2.89	110.78
2.92	103.71
2.95	424.66
2.98	182.64
2.99	155.56
3.06	301.91
3.15	906.3
3.15	109.77
3.17	162.94
3.19	237.13
3.32	180.06
3.32	280.23
3.46	1002.01
3.49	215.91
3.82	219.82
3.92	164.65
3.93	228.77
3.99	240.23
4.16	260.74
4.32	116.99
4.5	124.43
4.52	91.85
4.54	115.28
4.68	100.53
4.69	240.55
4.76	962.79
4.8	118.34
4.86	260.26
4.9	209.43
4.98	284.45
5	1306.96
5.03	279.12
5.04	223.4
5.09	852.8
5.1	169.71
5.21	156.42
5.27	193.74
5.28	263.49
5.36	88.45
5.49	183.69
5.49	135.09
5.75	124.4
5.78	108.11
5.86	211.76
5.88	96.68
5.94	100.11
5.96	327.2
6	182.46
6.02	116
6.05	219
6.07	109.91
6.14	513.91
6.17	119.61
6.2	185.32
6.22	162.26
6.27	107.31
6.33	412.19
6.37	79.97
6.38	121.51
6.42	206.33
6.48	336.13
6.66	139.01
6.78	350.17
6.93	131.14
7.02	141.28
7.05	141.86
7.2	333.39
7.29	1190.49
7.3	1585.94
7.32	186.04
7.34	646.15
7.45	583.72
7.54	254.82
7.55	96.92
7.55	322.06
7.56	208.17
7.6	463.37
7.61	750.16
7.63	121.45
7.73	155.56
7.89	219.44
8.03	143.63
8.22	216.33
8.24	295.45
8.24	954.17
8.41	161.22
8.49	255.45
8.59	223.95
8.74	673.37
8.89	112.15
8.9	1225.51
8.95	283.28
9.03	262.84
9.06	652.4
9.14	760.99
9.15	173.96
9.28	177.48
9.28	1179.43
9.3	561.25
9.32	172.5
9.33	374.17
9.35	105.69
9.4	643.32
9.45	885.21
9.45	584.33
9.48	829.05
9.61	866.15
9.61	1109.55
9.65	132.33
9.66	133.54
9.67	270.07
9.68	149.93
9.69	231.7
9.73	165.09
9.74	495
9.77	427.48
9.93	94.53
9.95	384.2
10	106.85
10.02	240.09
10.19	643.87
10.2	142.3
10.21	185.81
10.26	290.02
10.27	851.71
10.35	264.05
10.37	729.74
10.38	175.43
10.52	218.47
10.63	169.95
10.78	431.07
10.79	314.58
10.89	371.38
10.99	163.67
11.04	1034.65
11.15	117.61
11.21	144.97
11.29	177.97
11.4	541.52
11.41	1224.86
11.44	192.95
11.44	227.36
11.48	206.99
11.51	116.25
11.66	1203.26
11.75	1013.65
11.77	266.64
11.84	213.15
11.9	112.98
11.93	144.46
12	269.02
12.01	121.87
12.03	88.98
12.2	271.44
12.35	143.08
12.4	328.68
12.45	172.04
12.59	86.87
12.63	540.82
12.68	297.02
12.75	1093.55
12.78	187.89
12.82	188.17
12.91	466
12.93	193.57
12.94	79.88
13.01	91.55
13.01	229.8
13.04	830.39
13.09	237.61
13.27	203.36
13.39	306.2
13.42	349.18
13.45	194.49
13.47	184.83
13.49	998.09
13.62	1278.13
13.65	823.32
13.7	434.83
13.79	194.11
13.87	169.02
13.93	475.63
13.94	707.36
13.95	111.64
13.96	255.97
14.01	1148.54
14.05	970.16
14.13	997.73
14.18	1104.26
14.2	188.08
14.28	92.74
14.56	186.39
14.91	181.81
14.92	138.97
14.96	129.76
14.96	959.18
15.13	112.74
15.18	135.09
15.21	396.08
15.28	200.89
15.34	147.65
15.37	113.11
15.38	118.36
15.49	173.73
15.55	1112.49
15.57	961.88
15.59	647.79
15.63	361.83
15.67	166.01
15.75	297.22
15.77	157.39
15.78	336.44
15.78	178.66
15.82	142.44
15.85	335.04
16.03	354.46
16.06	172.61
16.08	878.6
16.24	1378.65
16.32	198.46
16.46	181.52
16.56	1079.83
16.58	869.33
16.64	748.29
16.65	914.01
16.66	142.2
16.74	83.68
16.77	107.82
16.78	765.56
16.81	77.85
16.82	175.12
16.9	297.12
16.97	274.07
17	789.33
17.02	267.45
17.02	535.11
17.2	231.54
17.27	439.54
17.28	115.35
17.34	886.68
17.35	1250.57
17.52	186.02
17.61	229.34
17.7	476.27
17.73	358.28
17.75	82.19
17.8	306.14
17.81	405.2
17.99	218.97
18.03	113.9
18.05	279.55
18.14	1184.85
18.25	788.12
18.38	674.25
18.41	225.82
18.43	143.99
18.53	677.73
18.59	203.75
18.59	296.47
18.62	152.79
18.71	1057.84
18.73	1097.19
18.78	187.55
18.83	246.36
19	262.04
19.03	529.68
19.09	1018.71
19.1	246.91
19.12	536.64
19.21	193.45
19.36	279.84
19.44	697.64
19.5	141.53
19.51	110.67
19.65	1188.71
19.72	131.02
19.78	848.83
19.84	209.81
19.85	196.45
19.88	326.52
19.93	366.01
19.94	315.68
20.05	298.9
20.06	1142.87
20.23	282.21
20.34	1253
20.52	95.43
20.69	255.33
20.73	204.16
20.93	173.08
20.94	212.68
21	914.34
21.01	973.59
21.04	573.18
21.09	247.18
21.18	389.93
21.28	137.99
21.3	131.21
21.31	249.09
21.31	292.59
21.32	143.78
21.42	426.04
21.51	935.34
21.55	858.72
21.56	174.88
21.65	325.27
21.69	128.58
21.72	345.07
21.78	213.79
21.79	90.21
21.82	209.32
21.86	309.1
21.95	131.61
21.97	226.76
22	131.47
22.03	231.8
22.06	1149.86
22.15	362.48
22.18	313.59
22.25	292.96
22.4	336.64
22.5	286.57
22.55	327.73
22.56	204.85
22.61	429.62
22.68	175.05
22.91	428.74
22.95	1232.69
22.97	987.23
22.99	129.73
23.04	282.49
23.35	164.7
23.4	1072.8
23.43	266.28
23.45	169.78
23.47	170.96
23.56	409.43
23.69	103.24
23.74	1023.4
23.74	1010.6
23.89	979.51
23.94	191.61
23.96	281.49
24.04	305.48
24.14	447.77
24.16	1144.58
24.16	918.01
24.2	652.08
24.3	272.7
24.32	987.57
24.46	147.23
24.47	90.05
24.48	258.33
24.51	165.61
24.53	538.24
24.59	252.07
24.59	1013.21
24.66	177.7
24.68	955.78
24.73	787.39
24.81	167.46
24.86	103.96
24.92	1172.61
24.93	557.66
24.96	182.46
24.97	813.22
24.99	989.91
25.01	964.02
25.17	1055.69
25.18	196.15
25.2	929.61
25.29	713.89
25.3	324.97
25.31	972.93
25.34	114.97
25.41	837.89
25.46	1026.33
25.49	895.96
25.5	1042.17
25.53	1235
25.53	828.7
25.65	124.87
25.65	113.7
25.66	988.63
25.7	952.62
25.71	133.17
25.72	1128.89
25.74	173.06
25.89	1041.65
26.09	1077.41
26.11	998.18
26.15	773.75
26.18	551.08
26.2	749.54
26.25	547.3
26.28	808.46
26.29	741.64
26.4	854.14
26.43	663.58
26.44	117.28
26.44	771.57
26.46	115.59
26.47	954.48
26.47	972.93
26.51	954.38
26.54	1178.54
26.63	96.23
26.64	127.61
26.71	173.98
26.71	102.27
26.72	657.05
26.76	317.88
26.82	125.26
26.97	674.08
27.01	411.87
27.02	209.75
27.23	128.96
27.25	789.05
27.33	1200.38
27.37	642.03
27.38	753.14
27.44	122.63
27.47	863.82
27.49	800.93
27.5	86.04
27.52	493.42
27.55	869.88
27.57	873.98
27.61	245.87
27.63	985.55
27.64	950.04
27.73	1012.03
27.74	176.89
27.76	965.49
27.77	649.5
27.97	319.07
27.98	904.46
27.99	222.35
28	371.1
28.17	820.35
28.19	184.02
28.28	690.78
28.31	1130.78
28.35	538.04
28.44	349.97
28.45	632.08
28.48	774.77
28.58	386.88
28.59	713.74
28.82	793.93
28.84	713.63
28.85	1082.95
28.95	169.15
29.04	1080.53
29.13	129.2
29.15	367.73
29.18	112.28
29.2	567.77
29.22	1102.17
29.29	121.62
29.37	912.04
29.39	178.39
29.44	854.3
29.46	713.24
29.51	154.04
29.52	947.05
29.58	181.39
29.66	111.99
29.67	102.63
29.73	626.59
29.75	1122.28
29.78	155.8
29.8	752.41
29.81	546.07
29.83	182.05
29.96	118.77
30.01	85.51
30.04	974.52
30.08	471.36
30.13	601.22
30.17	807.81
30.19	118.41
30.23	82.52
30.25	836.52
30.35	772.29
30.36	181.02
30.41	558.25
30.44	759.32
30.51	125.11
30.55	1060.9
30.59	1030.79
30.61	447.26
30.65	1087.82
30.75	795.5
30.75	933.98
30.77	980.31
31.04	816.83
31.04	903.98
31.07	960.67
31.09	271.92
31.1	708.87
31.13	560.29
31.15	1048.32
31.3	305.03
31.32	779.79
31.42	961.37
31.46	572.99
31.46	590.72
31.5	919.59
31.51	596.39
31.55	648.62
31.61	1085.03
31.63	610.23
31.64	525.89
31.67	373.7
31.68	776.21
31.68	267.51
31.73	504.59
31.75	731.25
31.77	689.37
31.77	424.53
31.8	1141.82
31.8	730.49
31.83	98.51
31.85	134.11
31.89	106.22
32.01	655.59
32.47	1004.34
32.49	746.98
32.54	1112.4
32.56	112.53
32.63	995.45
32.64	99.28
32.65	749.27
32.69	933.79
32.69	746.94
32.8	107.89
32.82	772.7
32.97	734.12
32.98	120.11
33.03	114.82
33.05	550.61
