33.1	1140.45
33.18	103.53
33.2	1154.66
33.37	1198.71
33.41	921.32
33.47	533.26
33.52	895.94
33.55	651.9
33.56	864.29
33.6	177.15
33.6	1143.96
33.92	410.22
33.97	922.13
33.98	525.82
34.08	584.99
34.28	210.93
34.36	943.9
34.43	1059.05
34.52	740.54
34.57	718.16
34.69	703.26
34.71	261.86
34.75	877.18
34.78	894.69
34.92	973.56
34.96	468.88
34.99	938.19
35.08	564.51
35.12	822.85
35.13	579.8
35.16	616.15
35.16	890.36
35.18	1062.31
35.18	966.13
35.28	829.38
35.3	180.86
35.33	756.66
35.41	475.88
35.48	592.29
35.49	1138.17
35.61	97.49
35.66	216.39
35.75	152.52
35.83	1098.83
35.86	663.46
35.97	1175.71
36.02	996.26
36.1	107.51
36.14	934.86
36.17	836.13
36.18	573.4
36.23	746.92
36.36	1295.01
36.44	832.9
36.54	569
36.62	593.66
36.66	1039.57
36.68	951.02
36.71	715.47
36.8	889.5
36.83	799.38
36.9	811.71
36.91	951.85
36.93	978.95
36.98	241.16
36.98	439.38
37.1	505.35
37.3	627.02
37.32	706.45
37.4	968.69
37.48	720.77
37.5	657.9
37.54	645.37
37.62	1017.34
37.63	1052.43
37.64	751.89
37.65	681.26
37.72	773.23
37.74	113.64
37.94	909.08
37.96	945.68
38	365.69
38.01	790.21
38.16	1118.99
38.19	675.4
38.2	610.45
38.23	149.51
38.24	859.45
38.25	700.24
38.26	1202.97
38.52	486.22
38.56	90.33
38.58	1061.43
38.59	635.64
38.63	94.75
38.83	767.75
38.85	1227.96
38.93	888.41
38.96	756.79
39.13	888.02
39.14	786.55
39.16	647.4
39.29	378.53
39.39	209
39.46	844.42
39.52	1097.88
39.65	962.36
39.77	464.04
39.88	1102.07
39.89	777.64
39.92	760.16
39.99	598.9
40.05	665.99
40.06	580.06
40.14	1268.34
40.18	540.06
40.22	923.22
40.35	112.18
40.37	1135.77
40.45	1068.14
40.51	470.97
40.53	1105.66
40.65	1156.03
40.66	696.27
40.66	815.37
40.68	963.58
40.88	778.03
40.88	374.65
40.94	716.04
41.01	352
41.02	604.79
41.09	589.78
41.17	704.18
41.22	859.33
41.3	139.4
41.33	977.89
41.37	880.57
41.38	775.89
41.51	791.27
41.54	726.45
41.56	1022.12
41.6	345.6
41.63	555.61
41.68	553.01
41.77	1178.97
41.77	866.47
41.78	631.23
41.82	1017.28
41.88	747.73
41.9	472.43
41.91	593.86
41.92	224.14
41.99	710.05
42.01	428.52
42.03	651.91
42.05	833.4
42.08	1255.18
42.17	1116.45
42.23	821.91
42.27	816.24
42.3	880.57
42.3	667.12
42.4	147.87
42.41	1167.17
42.41	193.51
42.43	85.35
42.46	79.92
42.53	117.32
42.57	910.67
42.58	124.12
42.69	592.75
42.73	761.76
42.76	549.74
42.82	908.25
42.84	1108.13
42.91	1166.1
43.04	1001.58
43.05	723.26
43.08	835.34
43.1	814.92
43.1	877.64
43.12	430.94
43.18	328.9
43.23	802.49
43.23	534.24
43.28	138.72
43.32	1009.05
43.36	594.91
43.37	127.32
43.45	516.35
43.46	728.71
43.54	170.69
43.56	514.09
43.73	755.83
43.96	1273.35
44.03	872.42
44.08	388.69
44.08	1147.88
44.1	778.39
44.13	552.59
44.15	565.67
44.15	756.09
44.18	598.77
44.19	167.92
44.27	922.99
44.28	687.63
44.28	981.91
44.53	866.36
44.56	507.08
44.69	667.72
44.8	538.73
44.99	1182.16
45.04	607.24
45.09	233.15
45.16	1333.05
45.17	329.46
45.22	941.16
45.3	1012.3
45.31	255.52
45.48	671.96
45.61	554.03
45.79	1018.51
45.8	924.16
45.89	690.96
45.92	1057.53
45.93	1280.94
45.94	888.26
45.95	681.3
45.96	666.65
45.98	927.89
45.99	539.94
46.02	779.87
46.03	620.22
46.04	83.94
46.09	574.55
46.12	186.43
46.17	1129.82
46.2	693.31
46.27	789.71
46.36	120.12
46.4	226.68
46.48	794.57
46.53	389.41
46.54	726.62
46.64	173.98
46.84	539.25
46.9	175.46
46.97	188.15
46.99	791.34
46.99	356.8
46.99	560.94
47.01	373.5
47.11	878.18
47.28	194.28
47.36	945.28
47.4	1149.97
47.48	542.76
47.56	575.52
47.57	662.54
47.59	971.45
47.63	588.4
47.68	204.01
47.68	485.41
47.71	919.06
47.78	514.19
47.79	1002.8
47.85	468.34
47.88	1149.35
47.93	385.62
47.93	1057.67
47.95	94.78
47.99	917.7
47.99	123.22
48.01	87.49
48.04	101.66
48.05	141.07
48.09	101.49
48.14	953.63
48.19	870.31
48.25	288.03
48.5	180.69
48.55	107.67
48.58	763.29
48.6	256.26
48.62	122.51
48.68	1038.27
48.71	971.92
48.78	139.55
48.82	525.22
48.88	916.43
49.07	783.54
49.07	665.28
49.11	1075.41
49.17	553.25
49.2	120.22
49.2	114.99
49.22	187.6
49.25	206.72
49.26	891.78
49.3	257.34
49.4	1057.13
49.58	854.42
49.67	167.43
49.69	182.62
49.7	138.99
49.78	294.14
49.81	1064.86
49.84	568.84
50.02	1167.14
50.05	885.66
50.11	1087.73
50.17	1235.42
50.17	1245.98
50.18	125.32
50.19	143.36
50.21	129.96
50.23	1254.32
50.24	906.37
50.25	310.72
50.4	314.67
50.42	145.63
50.46	150.56
50.47	100.56
50.47	1359.73
50.58	779.08
50.72	438.15
50.94	254.18
50.97	138.06
50.98	622.76
50.99	267.17
50.99	89.33
51.02	132.85
51.1	166.28
51.17	1102.35
51.17	193.23
51.33	99.85
51.35	334.16
51.44	211.21
51.46	196.97
51.46	121.57
51.58	550.15
51.6	259.32
51.64	1129.34
51.68	101.52
51.7	198.9
51.74	263.12
51.75	156.23
51.91	140.84
51.93	951.92
52.17	94.79
52.2	592.6
52.21	1246.09
52.23	184.07
52.26	99.26
52.29	574.6
52.32	248.09
52.33	190.87
52.34	134.92
52.39	712.78
52.43	174.62
52.43	257.55
52.6	1181.13
52.68	138
52.73	125.25
52.74	173.56
52.84	124.02
52.91	236.03
52.92	704.34
52.94	164.7
53.01	155.68
53.13	272.87
53.25	127.7
53.26	120.22
53.27	932.61
53.31	307.2
53.37	1199.73
53.43	1094.38
53.5	170.9
53.52	243.92
53.52	343
53.56	119.49
53.6	1171.47
53.63	154.47
53.71	175.88
53.84	148.77
54	112.07
54.05	147.81
54.06	115.49
54.08	151.14
54.14	148.77
54.33	115.86
54.34	102.84
54.41	184.18
54.45	105.56
54.47	183.68
54.48	115.86
54.49	135.68
54.57	324.03
54.71	226.85
54.75	153.23
54.81	280.19
54.84	174.06
55.03	251.59
55.39	300.05
